,Observation id,Observation date,Total length,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),numfocal,focal_length,Behavioral category 2
0,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,0. Debut du scan,5 Proximite,NaN,POINT,40.627,40.627,1.0,0,926.397,Else
1,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,1. Contact passif,5 Proximite,"Ulysse,Yelena",POINT,42.242,42.242,1.0,0,926.397,Else
2,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,3. peri<...<2m,5 Proximite,"Yvan,Djocko",POINT,48.367,48.367,1.0,0,926.397,Else
3,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,Grooming,2 Grooming,Focal est recepteur|Ulysse,STATE,68.523,312.571,244.04800000000003,0,926.397,Affiliative
4,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,Immobile,NaN,NaN,STATE,82.25,979.736,897.486,0,926.397,Else
5,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,Etreinte,3 Affiliation,Yelena,STATE,87.153,976.682,889.529,0,926.397,Affiliative
6,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,0. Debut du scan,5 Proximite,NaN,POINT,216.721,216.721,1.0,0,926.397,Else
7,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,1. Contact passif,5 Proximite,"Ulysse,Yelena",POINT,218.673,218.673,1.0,0,926.397,Else
8,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,Se gratte,Cpt autocentré,bras et jambes,POINT,236.235,236.235,1.0,0,926.397,Self centered
9,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,Selfgrooming,Cpt autocentré,bras et jambes,STATE,251.376,279.334,27.958,0,926.397,Self centered
10,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,Se repose sur,3 Affiliation,Focal est recepteur|Ulysse,STATE,350.554,400.241,49.687,0,926.397,Affiliative
11,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,0. Debut du scan,5 Proximite,NaN,POINT,365.852,365.852,1.0,0,926.397,Else
12,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,1. Contact passif,5 Proximite,"Ulysse,Yelena",POINT,369.333,369.333,1.0,0,926.397,Else
13,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,Se repose sur,3 Affiliation,Focal est recepteur|Ulysse,STATE,424.786,978.274,553.488,0,926.397,Affiliative
14,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,0. Debut du scan,5 Proximite,NaN,POINT,533.604,533.604,1.0,0,926.397,Else
15,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,1. Contact passif,5 Proximite,"Ulysse,Yelena",POINT,534.273,534.273,1.0,0,926.397,Else
16,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,0. Debut du scan,5 Proximite,NaN,POINT,664.808,664.808,1.0,0,926.397,Else
17,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,1. Contact passif,5 Proximite,"Ulysse,Yelena",POINT,665.284,665.284,1.0,0,926.397,Else
18,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,0. Debut du scan,5 Proximite,NaN,POINT,816.76,816.76,1.0,0,926.397,Else
19,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,1. Contact passif,5 Proximite,"Ulysse,Yelena",POINT,817.3,817.3,1.0,0,926.397,Else
20,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,0. Debut du scan,5 Proximite,NaN,POINT,964.888,964.888,1.0,0,926.397,Else
21,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,1. Contact passif,5 Proximite,"Ulysse,Yelena",POINT,965.297,965.297,1.0,0,926.397,Else
22,0803 am screen7,2021-03-08 10:02:42,5599.527,Quinoa,3. peri<...<2m,5 Proximite,"Yvan,Kabuki",POINT,967.024,967.024,1.0,0,926.397,Else
23,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,0. Debut du scan,5 Proximite,NaN,POINT,1005.418,1005.418,1.0,1,734.7610000000002,Else
24,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,1. Contact passif,5 Proximite,Yvan,POINT,1009.178,1009.178,1.0,1,734.7610000000002,Else
25,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,3. peri<...<2m,5 Proximite,"Quinoa,Ulysse,Yelena",POINT,1013.6,1013.6,1.0,1,734.7610000000002,Else
26,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Immobile,NaN,NaN,STATE,1025.281,1052.736,27.455,1,734.7610000000002,Else
27,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Portage,3 Affiliation,Focal est emetteur|Yvan,STATE,1044.72,1106.53,61.81,1,734.7610000000002,Affiliative
28,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Se deplace,NaN,NaN,STATE,1052.736,1070.232,17.496,1,734.7610000000002,Self centered
29,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Non-visible,NaN,NaN,STATE,1070.232,1112.304,42.072000000000116,1,734.7610000000002,Else
30,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Etreinte,3 Affiliation,Yvan,STATE,1112.304,1217.279,104.975,1,734.7610000000002,Affiliative
31,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Immobile,NaN,NaN,STATE,1116.593,1258.533,141.94,1,734.7610000000002,Else
32,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,0. Debut du scan,5 Proximite,NaN,POINT,1186.402,1186.402,1.0,1,734.7610000000002,Else
33,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,1. Contact passif,5 Proximite,Yvan,POINT,1187.864,1187.864,1.0,1,734.7610000000002,Else
34,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,4. Prox. 2-5 m,5 Proximite,"Yelena,Djocko,Spliff",POINT,1210.281,1210.281,1.0,1,734.7610000000002,Else
35,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Se deplace,NaN,NaN,STATE,1258.533,1263.673,5.14,1,734.7610000000002,Self centered
36,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Immobile,NaN,NaN,STATE,1263.673,1474.358,210.685,1,734.7610000000002,Else
37,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,0. Debut du scan,5 Proximite,NaN,POINT,1337.026,1337.026,1.0,1,734.7610000000002,Else
38,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,3. peri<...<2m,5 Proximite,"Yelena,Anyanka,Djocko,Spliff",POINT,1340.456,1340.456,1.0,1,734.7610000000002,Else
39,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,4. Prox. 2-5 m,5 Proximite,"Yvan,Arwen,Boromir",POINT,1365.872,1365.872,1.0,1,734.7610000000002,Else
40,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Selfgrooming,Cpt autocentré,mains et pieds,STATE,1407.474,1443.108,35.634,1,734.7610000000002,Self centered
41,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Se gratte,Cpt autocentré,bras et jambes,POINT,1462.53,1462.53,1.0,1,734.7610000000002,Self centered
42,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Se deplace,NaN,NaN,STATE,1474.358,1492.595,18.237,1,734.7610000000002,Self centered
43,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Immobile,NaN,NaN,STATE,1492.595,1562.385,69.79,1,734.7610000000002,Else
44,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Se deplace,NaN,NaN,STATE,1562.385,1564.608,2.223,1,734.7610000000002,Self centered
45,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Immobile,NaN,NaN,STATE,1564.608,1587.736,23.128,1,734.7610000000002,Else
46,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Se deplace,NaN,NaN,STATE,1587.736,1597.102,9.366,1,734.7610000000002,Self centered
47,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Non-visible,NaN,NaN,STATE,1597.102,1600.042,2.939999999999827,1,734.7610000000002,Else
48,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Se deplace,NaN,NaN,STATE,1600.042,1604.555,4.513,1,734.7610000000002,Self centered
49,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Immobile,NaN,NaN,STATE,1604.555,1646.937,42.382,1,734.7610000000002,Else
50,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,0. Debut du scan,5 Proximite,NaN,POINT,1633.933,1633.933,1.0,1,734.7610000000002,Else
51,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Se deplace,NaN,NaN,STATE,1646.937,1669.428,22.491,1,734.7610000000002,Self centered
52,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Non-visible,NaN,NaN,STATE,1669.428,1703.83,34.401999999999816,1,734.7610000000002,Else
53,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Deplacement,1 Agression,Focal est emetteur|Charge|Faramir,POINT,1703.83,1703.83,1.0,1,734.7610000000002,Aggressive
54,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Immobile,NaN,NaN,STATE,1722.581,1735.779,13.198,1,734.7610000000002,Else
55,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Se deplace,NaN,NaN,STATE,1735.779,1770.469,34.69,1,734.7610000000002,Self centered
56,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Immobile,NaN,NaN,STATE,1770.469,1778.982,8.513,1,734.7610000000002,Else
57,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Se deplace,NaN,NaN,STATE,1778.982,1819.593,40.611,1,734.7610000000002,Self centered
58,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,0. Debut du scan,5 Proximite,NaN,POINT,1788.778,1788.778,1.0,1,734.7610000000002,Else
59,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,1. Contact passif,5 Proximite,Yvan,POINT,1789.411,1789.411,1.0,1,734.7610000000002,Else
60,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Portage,3 Affiliation,Focal est emetteur|Yvan,STATE,1791.921,1833.916,41.995,1,734.7610000000002,Affiliative
61,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,3. peri<...<2m,5 Proximite,Boromir,POINT,1796.71,1796.71,1.0,1,734.7610000000002,Else
62,0803 am screen7,2021-03-08 10:02:42,5599.527,Kabuki,Non-visible,NaN,NaN,STATE,1819.593,1832.962,13.369,1,734.7610000000002,Else
63,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,0. Debut du scan,5 Proximite,NaN,POINT,3613.963,3613.963,1.0,2,1016.9160000000006,Else
64,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,3. peri<...<2m,5 Proximite,"Boromir,Arwen,Djocko,Quinoa,Ulysse,Yelena,Vladimir",POINT,3619.502,3619.502,1.0,2,1016.9160000000006,Else
65,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,4. Prox. 2-5 m,5 Proximite,"Linconnue,Volga",POINT,3636.858,3636.858,1.0,2,1016.9160000000006,Else
66,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Immobile,NaN,NaN,STATE,3662.991,3839.553,176.562,2,1016.9160000000006,Else
67,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Forage,NaN,NaN,STATE,3692.399,3840.066,147.667,2,1016.9160000000006,Else
68,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Se deplace,NaN,NaN,STATE,3839.553,3845.492,5.939,2,1016.9160000000006,Self centered
69,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Immobile,NaN,NaN,STATE,3845.492,3943.665,98.173,2,1016.9160000000006,Else
70,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Forage,NaN,NaN,STATE,3845.797,3937.423,91.626,2,1016.9160000000006,Else
71,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,0. Debut du scan,5 Proximite,NaN,POINT,3906.537,3906.537,1.0,2,1016.9160000000006,Else
72,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,4. Prox. 2-5 m,5 Proximite,"Eowyn,Boromir",POINT,3908.074,3908.074,1.0,2,1016.9160000000006,Else
73,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Se deplace,NaN,NaN,STATE,3943.665,3954.223,10.558,2,1016.9160000000006,Self centered
74,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Immobile,NaN,NaN,STATE,3954.223,3974.807,20.584,2,1016.9160000000006,Else
75,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Se deplace,NaN,NaN,STATE,3974.807,3991.15,16.343,2,1016.9160000000006,Self centered
76,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Immobile,NaN,NaN,STATE,3991.15,4024.36,33.21,2,1016.9160000000006,Else
77,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Se deplace,NaN,NaN,STATE,4024.36,4111.76,87.4,2,1016.9160000000006,Self centered
78,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Jeu social,Jeu,"Arwen,Eowyn",STATE,4057.318,4088.099,30.781,2,1016.9160000000006,Affiliative
79,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,0. Debut du scan,5 Proximite,NaN,POINT,4065.165,4065.165,1.0,2,1016.9160000000006,Else
80,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,1. Contact passif,5 Proximite,"Yvan,Eowyn,Arwen",POINT,4065.767,4065.767,1.0,2,1016.9160000000006,Else
81,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,2. Espace peripersonnel,5 Proximite,"Vladimir,Volga",POINT,4073.644,4073.644,1.0,2,1016.9160000000006,Else
82,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,4. Prox. 2-5 m,5 Proximite,Boromir,POINT,4091.393,4091.393,1.0,2,1016.9160000000006,Else
83,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Jeu social,Jeu,Eowyn,STATE,4100.855,4110.0,9.145,2,1016.9160000000006,Affiliative
84,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Non-visible,NaN,NaN,STATE,4111.76,4117.119,5.358999999999469,2,1016.9160000000006,Else
85,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Immobile,NaN,NaN,STATE,4117.119,4144.836,27.717,2,1016.9160000000006,Else
86,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Forage,NaN,NaN,STATE,4117.603,4144.624,27.021,2,1016.9160000000006,Else
87,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Non-visible,NaN,NaN,STATE,4145.442,4198.942,53.5,2,1016.9160000000006,Else
88,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Se deplace,NaN,NaN,STATE,4198.942,4207.584,8.642,2,1016.9160000000006,Self centered
89,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Immobile,NaN,NaN,STATE,4207.584,4262.373,54.789,2,1016.9160000000006,Else
90,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,0. Debut du scan,5 Proximite,NaN,POINT,4222.726,4222.726,1.0,2,1016.9160000000006,Else
91,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,3. peri<...<2m,5 Proximite,Eowyn,POINT,4223.367,4223.367,1.0,2,1016.9160000000006,Else
92,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Jeu social,Jeu,Djocko,STATE,4235.103,4238.031,2.928,2,1016.9160000000006,Affiliative
93,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Se deplace,NaN,NaN,STATE,4262.373,4271.409,9.036,2,1016.9160000000006,Self centered
94,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Immobile,NaN,NaN,STATE,4271.409,4321.076,49.667,2,1016.9160000000006,Else
95,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Forage,NaN,NaN,STATE,4271.727,4320.237,48.51,2,1016.9160000000006,Else
96,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Se deplace,NaN,NaN,STATE,4321.076,4400.155,79.079,2,1016.9160000000006,Self centered
97,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Menace,1 Agression,Focal est emetteur|Regard fixe|Vladimir,POINT,4346.913,4346.913,1.0,2,1016.9160000000006,Aggressive
98,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,0. Debut du scan,5 Proximite,NaN,POINT,4357.941,4357.941,1.0,2,1016.9160000000006,Else
99,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,3. peri<...<2m,5 Proximite,"Volga,Vladimir,Natasha,Vega,Djocko,Eowyn",POINT,4363.833,4363.833,1.0,2,1016.9160000000006,Else
100,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Immobile,NaN,NaN,STATE,4400.155,4435.189,35.034,2,1016.9160000000006,Else
101,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Se deplace,NaN,NaN,STATE,4435.189,4504.485,69.296,2,1016.9160000000006,Self centered
102,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,0. Debut du scan,5 Proximite,NaN,POINT,4502.991,4502.991,1.0,2,1016.9160000000006,Else
103,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Non-visible,NaN,NaN,STATE,4504.485,4505.038,0.5529999999998836,2,1016.9160000000006,Else
104,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Immobile,NaN,NaN,STATE,4505.038,4718.404,213.366,2,1016.9160000000006,Else
105,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,2. Espace peripersonnel,5 Proximite,"Vladimir,Volga",POINT,4508.446,4508.446,1.0,2,1016.9160000000006,Else
106,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,3. peri<...<2m,5 Proximite,"Natasha,Eowyn,Yelena,Arwen",POINT,4512.212,4512.212,1.0,2,1016.9160000000006,Else
107,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,4. Prox. 2-5 m,5 Proximite,"Ulysse,Quinoa,Kabuki,Boromir,Theoden,Djocko,Spliff",POINT,4529.558,4529.558,1.0,2,1016.9160000000006,Else
108,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Selfgrooming,Cpt autocentré,dos et nuque,STATE,4610.443,4617.815,7.372,2,1016.9160000000006,Self centered
109,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,Selfgrooming,Cpt autocentré,mains et pieds,STATE,4623.771,4653.051,29.28,2,1016.9160000000006,Self centered
110,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,0. Debut du scan,5 Proximite,NaN,POINT,4655.161,4655.161,1.0,2,1016.9160000000006,Else
111,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,2. Espace peripersonnel,5 Proximite,"Vladimir,Volga,Eowyn",POINT,4657.674,4657.674,1.0,2,1016.9160000000006,Else
112,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,3. peri<...<2m,5 Proximite,"Vega,Theoden,Natasha,Spliff",POINT,4663.024,4663.024,1.0,2,1016.9160000000006,Else
113,0803 am screen7,2021-03-08 10:02:42,5599.527,Faramir,4. Prox. 2-5 m,5 Proximite,"Linconnue,Anyanka",POINT,4690.291,4690.291,1.0,2,1016.9160000000006,Else
114,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,0. Debut du scan,5 Proximite,NaN,POINT,4982.166,4982.166,1.0,3,607.8350000000003,Else
115,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,3. peri<...<2m,5 Proximite,"Djocko,Vladimir",POINT,4984.242,4984.242,1.0,3,607.8350000000003,Else
116,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Immobile,NaN,NaN,STATE,4995.242,5590.001,594.759,3,607.8350000000003,Else
117,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Selfgrooming,Cpt autocentré,flanc,STATE,4998.659,5008.854,10.195,3,607.8350000000003,Self centered
118,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Grooming,2 Grooming,Focal est emetteur|Djocko,STATE,5019.333,5036.866,17.533000000000357,3,607.8350000000003,Affiliative
119,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Monte,3 Affiliation,Focal est emetteur|Djocko|Sans copulation,POINT,5040.541,5040.541,1.0,3,607.8350000000003,Affiliative
120,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,4. Prox. 2-5 m,5 Proximite,Anyanka,POINT,5066.595,5066.595,1.0,3,607.8350000000003,Else
121,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Erreur,NaN,NaN,POINT,5070.923,5070.923,1.0,3,607.8350000000003,Else
122,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Forage,NaN,NaN,STATE,5089.039,5271.087,182.048,3,607.8350000000003,Else
123,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,0. Debut du scan,5 Proximite,NaN,POINT,5244.257,5244.257,1.0,3,607.8350000000003,Else
124,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,2. Espace peripersonnel,5 Proximite,None,POINT,5245.942,5245.942,1.0,3,607.8350000000003,Else
125,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,3. peri<...<2m,5 Proximite,"Djocko,Kabuki",POINT,5249.112,5249.112,1.0,3,607.8350000000003,Else
126,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,4. Prox. 2-5 m,5 Proximite,Yvan,POINT,5258.075,5258.075,1.0,3,607.8350000000003,Else
127,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Jeu social,Jeu,Djocko,STATE,5268.592,5279.795,11.203,3,607.8350000000003,Affiliative
128,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Grooming,2 Grooming,Focal est recepteur|Kabuki,STATE,5366.045,5386.558,20.51299999999992,3,607.8350000000003,Affiliative
129,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,1. Contact passif,5 Proximite,None,POINT,5392.162,5392.162,1.0,3,607.8350000000003,Else
130,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,0. Debut du scan,5 Proximite,NaN,POINT,5395.507,5395.507,1.0,3,607.8350000000003,Else
131,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,1. Contact passif,5 Proximite,Kabuki,POINT,5396.007,5396.007,1.0,3,607.8350000000003,Else
132,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,3. peri<...<2m,5 Proximite,"Djocko,Yvan",POINT,5399.575,5399.575,1.0,3,607.8350000000003,Else
133,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Grooming,2 Grooming,Focal est recepteur|Kabuki,STATE,5409.375,5433.189,23.814000000000306,3,607.8350000000003,Affiliative
134,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,3. peri<...<2m,5 Proximite,"Volga,Eowyn",POINT,5423.393,5423.393,1.0,3,607.8350000000003,Else
135,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Grooming,2 Grooming,Focal est recepteur|Kabuki,STATE,5443.182,5459.887,16.704999999999927,3,607.8350000000003,Affiliative
136,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Se gratte,Cpt autocentré,dos et nuque,POINT,5466.718,5466.718,1.0,3,607.8350000000003,Self centered
137,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Selfgrooming,Cpt autocentré,minishort ventrall,STATE,5517.877,5534.456,16.579,3,607.8350000000003,Self centered
138,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Grooming,2 Grooming,Focal est recepteur|Kabuki,STATE,5540.848,5583.243,42.39500000000044,3,607.8350000000003,Affiliative
139,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,0. Debut du scan,5 Proximite,NaN,POINT,5547.848,5547.848,1.0,3,607.8350000000003,Else
140,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,1. Contact passif,5 Proximite,Kabuki,POINT,5548.527,5548.527,1.0,3,607.8350000000003,Else
141,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,2. Espace peripersonnel,5 Proximite,"Yvan,Natasha",POINT,5552.403,5552.403,1.0,3,607.8350000000003,Else
142,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,3. peri<...<2m,5 Proximite,"Vega,Arwen",POINT,5557.036,5557.036,1.0,3,607.8350000000003,Else
143,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,4. Prox. 2-5 m,5 Proximite,"Linconnue,Anyanka,Spliff",POINT,5566.278,5566.278,1.0,3,607.8350000000003,Else
144,0803 am screen7,2021-03-08 10:02:42,5599.527,Boromir,Non-visible,NaN,NaN,STATE,5590.001,5595.712,5.711,3,607.8350000000003,Else
145,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,0. Debut du scan,5 Proximite,NaN,POINT,15.237,15.237,1.0,4,403.4350000000002,Else
146,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,4. Prox. 2-5 m,5 Proximite,Djocko,POINT,19.158,19.158,1.0,4,403.4350000000002,Else
147,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,Immobile,NaN,NaN,STATE,35.573,53.688,18.115,4,403.4350000000002,Else
148,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,Se deplace,NaN,NaN,STATE,53.688,74.656,20.968,4,403.4350000000002,Self centered
149,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,Immobile,NaN,NaN,STATE,74.656,77.1,2.444,4,403.4350000000002,Else
150,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,Se deplace,NaN,NaN,STATE,77.1,85.654,8.554,4,403.4350000000002,Self centered
151,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,Non-visible,NaN,NaN,STATE,85.654,187.094,101.44,4,403.4350000000002,Else
152,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,Se deplace,NaN,NaN,STATE,187.094,204.23,17.136,4,403.4350000000002,Self centered
153,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,0. Debut du scan,5 Proximite,NaN,POINT,189.619,189.619,1.0,4,403.4350000000002,Else
154,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,3. peri<...<2m,5 Proximite,"Ulysse,Quinoa,Boromir,Arwen",POINT,193.587,193.587,1.0,4,403.4350000000002,Else
155,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,Non-visible,NaN,NaN,STATE,204.23,1568.145,1363.915,4,403.4350000000002,Else
156,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,0. Debut du scan,5 Proximite,NaN,POINT,1568.145,1568.145,1.0,4,403.4350000000002,Else
157,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,4. Prox. 2-5 m,5 Proximite,"Vega,Theoden,Linconnue",POINT,1573.695,1573.695,1.0,4,403.4350000000002,Else
158,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,Immobile,NaN,NaN,STATE,1590.708,1645.54,54.832,4,403.4350000000002,Else
159,0803pm screen 7 inverse,2021-03-08 15:26:01,2424.094,Spliff,Grooming,2 Grooming,Focal est recepteur|Linconnue,STATE,1623.524,1640.725,17.201000000000022,4,403.4350000000002,Affiliative
